username, created_at, lng, lat, text
BobMarzulli, Thu Apr 23 18:10:58 +0000 2020, -82.442694, 27.996595, @Ilhan #TrumpInCharge https://t.co/gYDkw9XNU0 
Jnewski15, Thu Apr 23 18:10:58 +0000 2020, -97.011168, 32.655678, What else I gotta do to get you to leave me the fuck alone? 
GeorgeMorrisonR, Thu Apr 23 18:10:58 +0000 2020, -79.806978, 43.324060, Sold April 22nd in #Burlington :Plains Condo List $599.9K SOLD $595K  9 Days on MarketBrant Hills Link List $799.… https://t.co/QxSLWSf2Ul 
smdnyc, Thu Apr 23 18:10:58 +0000 2020, -73.831187, 40.670879, @MrBrendanJay Unfortunately I don’t think you’ll find many cities with nuanced small neighborhoods like NY, that’s… https://t.co/TGd9FWKNam 
TrapStarKali, Thu Apr 23 18:10:58 +0000 2020, -118.411907, 34.020789, Girls with big feet be a turn off completely 😭 
tapnorris, Thu Apr 23 18:10:58 +0000 2020, -96.696562, 40.803235, Hot dogs boiled in beer Anton and it’s damn good!!  Try it! 
Antwannn16, Thu Apr 23 18:10:58 +0000 2020, -73.050208, 40.910001, @itsWaddles_ @piZZaFOlifE666 
miiihrouu, Thu Apr 23 18:10:58 +0000 2020, -79.272570, 43.629311, @LAFlameAF1 you have a girlfriend leave you unloyal ass mf 
nickdonstar13, Thu Apr 23 18:10:58 +0000 2020, -84.440946, 42.796919, Timeout! 
Danjolopez96, Thu Apr 23 18:10:58 +0000 2020, -96.690937, 32.964484, Still can’t believe shit went down last night. 
tiff_reddbone__, Thu Apr 23 18:10:59 +0000 2020, -90.368933, 38.785832, This girl ain’t got nothing else better to do better leave me tf alone😂 
AshleyKayPHO, Thu Apr 23 18:10:59 +0000 2020, -80.926628, 33.631140, 👀🤣 https://t.co/SVrJyCBd9D 
soygustavo_fdz, Thu Apr 23 18:10:59 +0000 2020, -100.293591, 25.641718, Ayer estuve buscando como pedir una @TuskerLager a México y no encontré como ☹️ Es la mejor cerveza internacional que he probado. 
actormikeakers, Thu Apr 23 18:10:59 +0000 2020, -81.246344, 41.142333, @TylerElComedian So good! The hand sanitizer! The toddler! Lmao!!! 
iwaspoisoned_, Thu Apr 23 18:10:59 +0000 2020, -83.119258, 42.501930, Kroger - Royal Oak, Michigan -  Raspberries 3 people. 1 hour after eating. Stomach pain and severe diarrhea  Food P… https://t.co/SGI5XG9ZuL 
liaaWthejuicee, Thu Apr 23 18:10:59 +0000 2020, -77.014398, 38.898603, I wish Mary Baldwin leave me alone I’m not goin there 
AkilahC_, Thu Apr 23 18:10:59 +0000 2020, -76.920117, 38.603521, @breeezyshantel LMAAAOOOO LIKE DEADASS 
MarwaMadinah, Thu Apr 23 18:10:59 +0000 2020, -79.913521, 43.260695, @Dr_Malallah You are the best!😍 
LordsFilth, Thu Apr 23 18:10:59 +0000 2020, -73.948775, 40.655138, The man I deserve 
tmj_roc_sales, Thu Apr 23 18:10:59 +0000 2020, -77.238176, 42.874243, Want to work at Lowe's? We're hiring in #Canandaigua, NY! Click for details: https://t.co/uH4n7Osh0O #Sales 
RicEllis85, Thu Apr 23 18:10:59 +0000 2020, -96.734900, 33.061243, @ghansonp @Topps Yeah especially since they authorized the charge on my card 3 damn times. https://t.co/KVaPAxuzVv 
MacErr65, Thu Apr 23 18:10:59 +0000 2020, -93.361321, 46.441861, Great Idea!! 
wctss, Thu Apr 23 18:10:59 +0000 2020, -123.123581, 49.257639, Maybe the big silver lining is that some of y’all extroverts will learn how to generally tone things down a bit 
obese_to_beast, Thu Apr 23 18:10:59 +0000 2020, -116.988022, 32.851180, @AriannaDantone I would say that is pretty normal. I understand not 100% agreeing with your friends and still being… https://t.co/FKJH2gjli9 
panthersquad, Thu Apr 23 18:10:59 +0000 2020, -95.369400, 29.760200, Just posted a photo @ Houston, Texas https://t.co/O9Ir6mgjjf 
LarontaBarbee, Thu Apr 23 18:11:00 +0000 2020, -84.266174, 30.476216, @YolandaWALBWx @spencefield @moultriega Can I share this 
CQBC, Thu Apr 23 18:10:59 +0000 2020, -73.883838, 46.040763, Meet ShaylaMy name is Shayla Bartel and I am from a small town in Manitoba. I had heard about CQBC in grade 10 bu… https://t.co/RqaLapaKqN 
IanCoon, Thu Apr 23 18:11:00 +0000 2020, -77.014398, 38.898603, @jdorrance 1. Sending packages and 2. Yes 
SaborenSonido, Thu Apr 23 18:11:00 +0000 2020, -118.411907, 34.020789, A fitting read for the neighborhood I call home. 
EdwardWellence, Thu Apr 23 18:11:00 +0000 2020, -97.552161, 35.482844, @rosettalind55 @THEFLY_63 @pasttheboxes @arrow_mystic @truthserum4all @hardensarrow @FelixAnchor__ @IizzyKay… https://t.co/565lWsXsJb 
jeffreywuhl, Thu Apr 23 18:11:00 +0000 2020, -75.252955, 39.981724, Are we sure Joe Biden is still alive? 
ThatsLana_, Thu Apr 23 18:11:00 +0000 2020, -75.386460, 39.145024, I just smashed that Chinese!! It’s been a long time coming 😩😂😂 
iamlalakardash, Thu Apr 23 18:11:00 +0000 2020, -83.804475, 27.698682, so ready to commit fully to my business .. i owe this to myself ! 
Ashleyjerrymath, Thu Apr 23 18:11:00 +0000 2020, -86.270540, 45.001180, @GrayRizzy 😥😥😥😥😥😥 
Far4rmUsual_, Thu Apr 23 18:11:00 +0000 2020, -81.520478, 41.588460, Lmao. These dumb ass ladies. Leave the park &amp; dip to another one. Im not going to jail for my kids &amp; park time. Nah… https://t.co/Q0zAP8TglR 
ijayt205, Thu Apr 23 18:11:00 +0000 2020, -115.223125, 36.232915, @Yorki___ “Ok Thanks 👋” at the end tho 😂😂💀 https://t.co/LM2QGNiaGw 
ChristophersKC, Thu Apr 23 18:11:00 +0000 2020, -98.319925, 38.498196, @NHJennifer @TheRickWilson @realDonaldTrump @ProjectLincoln @gtconway3d @jwgop @SteveSchmidtSES @madrid_mike He never has. 
PaulHarrisJr10, Thu Apr 23 18:11:00 +0000 2020, -71.812438, 42.275760, Unfortunately, Flagg St was unable to participate in #SkateToSuccess this year due to #COVID19... however we were a… https://t.co/kvIZu3A9ny 
Wishfulgirl321, Thu Apr 23 18:11:01 +0000 2020, -121.375689, 38.604033, I have two extra tickets for aftershock 2020 (probably gonna be 2021) and I’m selling them for what I got em for so… https://t.co/spQt4pzuDK 
JoeGalliNews, Thu Apr 23 18:10:59 +0000 2020, -98.540651, 29.417501, Items pass. $25.8M now available for assistance. 
christylaureano, Thu Apr 23 18:11:01 +0000 2020, -80.206717, 26.700978, @fdotny Lol 
meredamn, Thu Apr 23 18:11:01 +0000 2020, -119.306608, 37.269176, PLEASEEEEEA 
micarrdc, Thu Apr 23 18:11:01 +0000 2020, -77.014398, 38.898603, @niawag2011 I mean, how many times can they keep recycling the same story? It’s been bullshit for 30 years. They do… https://t.co/TqzSvdB8pt 
heelstxne, Thu Apr 23 18:11:01 +0000 2020, -97.432425, 27.737151, it's so fuckin hot got me sweatin more than a fat bitches folds 
BH_MrSpacely, Thu Apr 23 18:10:57 +0000 2020, -97.150999, 32.960651, @Bored_Teachers Truth. 
picaugusta, Thu Apr 23 18:11:01 +0000 2020, -82.081440, 33.508870, Cycling has grown significantly in popularity over the past decade. With this spring weather, we’ve not been surpri… https://t.co/QOKIDZDxE4 
CyFairEdTech, Thu Apr 23 18:11:02 +0000 2020, -95.446486, 29.838495, 🤖🤖We are LIVE!!! Come join us hardworking High School Students!!!!!! @_pastoro @JulieHinaman @coveyplus… https://t.co/hB4LYwbjDB 
RobbieFingers, Thu Apr 23 18:11:02 +0000 2020, -73.831187, 40.670879, RIP Fred da Godson!!! 
peterjkasper, Thu Apr 23 18:11:02 +0000 2020, -75.117998, 40.004866, “Fuck Dallas, Get (Lom)bardi.” 
pinga126, Thu Apr 23 18:11:02 +0000 2020, -118.411907, 34.020789, Idc 
RodneyBlu, Thu Apr 23 18:11:02 +0000 2020, -96.761753, 32.819858, so pigeons are immortal ancient magic-inscribed watch drones? Cool, got it. 
lovingthecrewe, Thu Apr 23 18:11:02 +0000 2020, -79.420865, 38.003376, @kay_pi29 Lmao 🤣 so 
brodie_coach, Thu Apr 23 18:11:02 +0000 2020, -91.738617, 30.052683, 😢😢 
US_Navy_Ret_MD, Thu Apr 23 18:11:02 +0000 2020, -76.814529, 39.150003, @Luissilv2000 Did you use the link I shared yesterday? 
JordanSethWard, Thu Apr 23 18:11:02 +0000 2020, -92.430839, 35.073112, #IfYoureTooShy 
reignerengoaway, Thu Apr 23 18:11:02 +0000 2020, -75.770041, 42.746617, Third world country everyone. Daig ng maagap ang masipag. Always. 
iveyjanette_207, Thu Apr 23 18:11:02 +0000 2020, -106.632718, 35.117002, At the doctor's office for blood work. Regular follow-up at the kidney doctor in 10 days. 
aneisssa, Thu Apr 23 18:11:02 +0000 2020, -95.446486, 29.838495, 🦋 https://t.co/iEHia7CvFw 
NiagaraNat, Thu Apr 23 18:11:02 +0000 2020, -79.267953, 43.327593, How the hell did it get to this? 
KUlrichHarris, Thu Apr 23 18:11:02 +0000 2020, -75.770041, 42.746617, @EditorLois Hoping to open camp soon! 
mbrousseau22, Thu Apr 23 18:11:02 +0000 2020, -111.696468, 40.295113, @Y_Soup @hobocita @SamuelMaw +1 
izzyizzy90, Thu Apr 23 18:11:02 +0000 2020, -118.411907, 34.020789, @KarmaRecycled81 Gif game was too on point so I had to Rhetoric the same energy. 🕉🙇🏽‍♂️ 
SeoltangSteph, Thu Apr 23 18:11:01 +0000 2020, -115.223125, 36.232915, HW done! Sending it after class so I can edit things out lol 
KingTyrell1128, Thu Apr 23 18:11:02 +0000 2020, -77.236969, 38.805115, Like I’m blown as fuck 
shellybeads, Thu Apr 23 18:11:02 +0000 2020, -80.817245, 41.235332, This is not what the Hospitals and essential workers need Most will be inside trying to save lives without enough P… https://t.co/8PXWBOBbgS 
ChrisCahill3940, Thu Apr 23 18:11:02 +0000 2020, -86.791549, 36.200008, @CBHSMemphis @CBHS_Football @CityOfMemphis and #HighScoolFootball lost a legend with this one. RIP Coach 
vdglss, Thu Apr 23 18:11:02 +0000 2020, -118.411907, 34.020789, Bree van de Kamp is proof that being a republican means having shitty children that don’t care about you 
A1Scheder, Thu Apr 23 18:11:02 +0000 2020, -100.076888, 31.168893, Cause it’s draft day and I want the ravens to pick up a linebacker! Had too @raylewis https://t.co/t2h9s6n3VN 
tdream_19, Thu Apr 23 18:11:02 +0000 2020, -89.891241, 29.900098, Put the chihuahua and the Rottweiler in a cage and watch what’s gone happen 😂 
RankGrowDigital, Thu Apr 23 18:11:02 +0000 2020, -82.985772, 39.994684, Of course you want to invest your time and money on a strategy with the best return, right? We have you covered!N… https://t.co/mEmEsW3JiV 
DShorb, Thu Apr 23 18:11:02 +0000 2020, -116.979419, 46.399266, Starting a new medication regime for my #ADHD it's a Strattera/Cimbalta one two punch. I am hoping will work to hel… https://t.co/juWkD1we8P 
SLITTYWRISTS, Thu Apr 23 18:11:03 +0000 2020, -71.456181, 41.857695, @idkjordynnnn Idk I guess @viva_la_goddess felt like ruining childhoods 
shellbearbabyy, Thu Apr 23 18:11:03 +0000 2020, -121.873730, 37.331159, Looks like I’m going to Dana Point for the weekend! 😁☀️🤘🏼 
ResisterChic, Thu Apr 23 18:11:03 +0000 2020, -84.352444, 33.943457, @charliekirk11 You are stupid enough to make this comment and deserve all the backlash that comes your way! https://t.co/i87FxuyGWT 
IanFonteneaux, Thu Apr 23 18:11:02 +0000 2020, -81.705467, 41.495940, A fitting final video to celebrate an incredible group. And got Emeril to add some flavor to it… https://t.co/T8W5PBO4wY 
emmaleelampinen, Thu Apr 23 18:11:03 +0000 2020, -88.565336, 44.033276, So my best friend is getting her wisdom teeth out today and I can’t wait to see how she is afterwards 🤣🙈 
wes_mac_, Thu Apr 23 18:11:03 +0000 2020, -117.104989, 32.810012, Hey @Casey I know your looking into games and you’ve said you’re not a very good driver... maybe this would help? https://t.co/BrZANjEFvG 
suzmo97, Thu Apr 23 18:11:03 +0000 2020, -94.269390, 35.833930, Wild About Chalkin w Suzie Finished the Picnic table Bird Feeder. What do you think?… https://t.co/5c2t7bCF5w 
tcfljmj3, Thu Apr 23 18:11:03 +0000 2020, -85.777663, 38.418530, @JennSWhite Yum 😋. I’ve been making myself and my kids some nice breakfast. We always swallowed our breakfast fast… https://t.co/oqknUjPqxr 
FreeTown30, Thu Apr 23 18:11:03 +0000 2020, -79.272570, 43.629311, @TriggaTweets No, I'm agreeing with you 
cindievaccaro, Thu Apr 23 18:11:03 +0000 2020, -99.162037, 30.038692, @Mike_Ploucha @ColSDM You have the right to vote for whomever you choose as president. All that's said is that… https://t.co/TVSf2ld7wT 
shittyqueenn, Thu Apr 23 18:11:03 +0000 2020, -117.671611, 33.646347, ay wow 
ubathediplomat, Thu Apr 23 18:11:03 +0000 2020, -96.761753, 32.819858, Coronavirus is depressing. It's mentally exhausting. It's a soul crusher. 
iam_MuffBerrry, Thu Apr 23 18:11:03 +0000 2020, -83.574671, 41.656590, Preach !! 
ArenLache_, Thu Apr 23 18:11:03 +0000 2020, -87.732013, 41.833585, @chicagosmayor can you please open up the city! I just wanna move into my house 🥺 
MVParis2, Thu Apr 23 18:11:03 +0000 2020, -89.922029, 35.133521, i hate that i can’t wear any type of jewelry, my skin won’t let me be great. 
krazylykeafox, Thu Apr 23 18:11:03 +0000 2020, -79.420865, 38.003376, obligatory @evanscotthuber tag 
KathyDukeRN, Thu Apr 23 18:11:03 +0000 2020, -80.163313, 27.085777, Absolutely ridiculous.  Health care workers are much too busy to stop and look out the damn window.   What a stupid… https://t.co/mMuOcVQZOg 
angrybIackgirI, Thu Apr 23 18:11:04 +0000 2020, -95.446486, 29.838495, hate her love the outfits https://t.co/PvvsrC6GAY 
TinaBop729, Thu Apr 23 18:11:04 +0000 2020, -84.890700, 39.830200, My new door... #quarantine  #laughsoidontcry  #coronavirus #corona #hobbylobby #target  #targetstyle… https://t.co/rhlhkfN7Bs 
CHR15_HOU5E, Thu Apr 23 18:11:04 +0000 2020, -83.067729, 39.849473, I miss my friends 
Kennedy_Hayes4, Thu Apr 23 18:11:04 +0000 2020, -83.804475, 27.698682, Stop this madness...WHAT DO YOU WANT FROM ME?! https://t.co/EmEEVfUvpP 
jaytee30_, Thu Apr 23 18:11:04 +0000 2020, -92.041254, 30.332393, Cous its early you gotta relax😂 
Wiz_Capone23, Thu Apr 23 18:11:04 +0000 2020, -86.611411, 34.706027, @tra_nay_nay Lawd https://t.co/yq9HmqHjNL 
epawawx, Thu Apr 23 18:11:04 +0000 2020, -77.604684, 41.117936, I think I'll be pre-recording tomorrow's daily forecast video later this afternoon and uploading late evening. I ha… https://t.co/VBSMLG3ldK 
SarahCampionKY, Thu Apr 23 18:11:04 +0000 2020, -80.178392, 26.039680, @andie_biancone @ReevesThorobred @pattiannreeves @LPanici ❤️ 
MelaninM0nroe, Thu Apr 23 18:11:04 +0000 2020, -83.173867, 32.678207, 🥺 
Gratefulheadass, Thu Apr 23 18:11:04 +0000 2020, -88.089625, 42.195096, ...Ope! 
RealBallinColin, Thu Apr 23 18:11:04 +0000 2020, -86.142922, 39.779562, RIP, Chipotle, you had a good run. 
MikeDroTV, Thu Apr 23 18:11:04 +0000 2020, -73.393711, 41.369404, So this guy rakes and y’all are savages. 63 new followers in a four hour stream. Dope times with all my friends. Se… https://t.co/bijvdFfiFZ 
Adam_Cooper4, Thu Apr 23 18:11:05 +0000 2020, -80.181835, 38.920142, @theXchange_tix @TexasEDMFamily @AllTimeEDM @c_surely @K1Point0 @haley_alanna96 
ryanjrwestman, Thu Apr 23 18:11:05 +0000 2020, -74.262990, 40.791359, Jersey &gt; your state #JerseyStrong 
lexwilch, Thu Apr 23 18:11:04 +0000 2020, -82.669467, 40.365160, thank u, next painting 💕@ArianaGrande #arianagrande https://t.co/sGuzkcwfIR 
queennefertitir, Thu Apr 23 18:11:05 +0000 2020, -91.090800, 30.459100, hopefully the rain washes the corona away 
nalwade_93, Thu Apr 23 18:11:05 +0000 2020, -73.086945, 41.671284, @mybarriepatchh So happy for you!!!! 
Bobby__bitch, Thu Apr 23 18:11:05 +0000 2020, -98.540651, 29.417501, This is why I always make them fall in love first 
KamrenSam, Thu Apr 23 18:11:05 +0000 2020, -97.754724, 30.323346, Omg putting your clients, your family, and yourself at risk by not following shelter in place and business shutdown… https://t.co/QdPUpJU8Lr 
AngelGail_4, Thu Apr 23 18:11:05 +0000 2020, -73.708745, 40.703539, @Zhkaw_ 💀💀💀💀je l ai prit pour 1 ans mdrr 
mpj_btc, Thu Apr 23 18:11:05 +0000 2020, -96.761753, 32.819858, You can’t withdraw what you haven’t deposited. #decisions 
A_Matthews713, Thu Apr 23 18:11:05 +0000 2020, -95.446486, 29.838495, Damn fred da godson passed away? 
ricknpdx67, Thu Apr 23 18:11:05 +0000 2020, -122.438602, 45.545501, If only this stayed on all day instead of during deadhead trips I might get my dream of being paid to drive an empt… https://t.co/UkGcQLSm0N 
shyxogirl, Thu Apr 23 18:11:05 +0000 2020, -80.230635, 26.204792, So fucking SLICK 😂 &amp; I DONT CARE ❕ 
Arrests, Thu Apr 23 18:11:05 +0000 2020, -84.315070, 33.874544, being horny all the time without some coochie don’t sit right with me 
McclainBaxley, Thu Apr 23 18:11:05 +0000 2020, -83.173867, 32.678207, Commit No. 5 for Georgia Southern this week. 
desidee77, Thu Apr 23 18:11:05 +0000 2020, -86.791549, 36.200008, @ianmcnabb08 https://t.co/kWpFBKNstP 
Mitchyyxo781, Thu Apr 23 18:11:06 +0000 2020, -118.194026, 33.938045, A and D 
shesmorgs, Thu Apr 23 18:11:06 +0000 2020, -83.173867, 32.678207, @_DopeItQ @gwsjuIi Lmaoo see we gone be cutting a whole fool 
irisdschultz, Thu Apr 23 18:11:06 +0000 2020, -84.433106, 33.767195, @KeishaBottoms Just sick! 
67_mountaineer, Thu Apr 23 18:11:06 +0000 2020, -80.181835, 38.920142, ESPN draft analyst Todd McShay has COVID-19https://t.co/AldSQzpFoY 
469Vee, Thu Apr 23 18:11:06 +0000 2020, -97.285913, 32.779967, @junglelifedude 🙏🏽 
jackbaileyGV, Thu Apr 23 18:11:05 +0000 2020, -94.208765, 39.012720, Punching the D-Line with my soup bone! #GVownit @GVEagleFootball @Tarrants_GVHS @kendyll_leighhh https://t.co/uplmG8GMUf 
TheFryGuy367, Thu Apr 23 18:11:06 +0000 2020, -86.680738, 32.576227, @rickast38054227 @BethesdaSupport Had the same issue seems it happened when I grinded the legendary challenge s whi… https://t.co/9uBQMedy4r 
_XOJay_, Thu Apr 23 18:11:06 +0000 2020, -76.926677, 38.931991, I hate waiting for my packages 😒 but ya still won’t catch me paying for 1 day delivery😂 
bum0184, Thu Apr 23 18:11:06 +0000 2020, -118.267503, 34.017154, Adventure time ✌️⚔️👊 #ffviiremake #ps4 #squareenix @ South Central LA, Los Angeles https://t.co/kbOHsJ3a50 
__LaCosaNostra, Thu Apr 23 18:11:06 +0000 2020, -111.928142, 33.392884, Tell ya friend to stop checking up on me 
TaoDaoMan, Thu Apr 23 18:11:06 +0000 2020, -112.315212, 33.439296, @SarcasmStardust @Bitchicalist You have no idea how much that word makes  me laugh. My imagination goes into a dry… https://t.co/wPEuyYpv9t 
quefregados, Thu Apr 23 18:10:57 +0000 2020, -99.454676, 27.532077, Webmasters have to be on overdrive to pump out appealing content for these stores. 
Gummbyman32, Thu Apr 23 18:10:59 +0000 2020, -117.851089, 33.842863, https://t.co/acCMCjlqp1 
akeyla_breunna_, Thu Apr 23 18:11:03 +0000 2020, -77.483288, 38.298065, If we’re gonna heal, let it be glorious ❤️ 
e_m_d22, Thu Apr 23 18:11:06 +0000 2020, -121.873730, 37.331159, LMFAOOOOOOOOOOO 
Whoa_IntenSe, Thu Apr 23 18:11:06 +0000 2020, -76.770172, 39.344992, my ass fat though y’all https://t.co/1yzx3wGnNB 
lexiiangelique, Thu Apr 23 18:11:06 +0000 2020, -80.639541, 41.105271, @ChosenOneiAmHER Bet it’s pretty good fr 
YourHostEdge, Thu Apr 23 18:11:06 +0000 2020, -96.053431, 41.275721, @LogaRugaMon @Marvel_Informer @TKHulk2 @TomXDReactor @NitroSpider04 @notbuckyb SOMEONE ELSE WHO LIKES CARS! 
RaphaelH2o, Thu Apr 23 18:11:06 +0000 2020, -77.014398, 38.898603, 😜💈 https://t.co/oJg7pFSOMN 
Sporty_Cordy, Thu Apr 23 18:11:06 +0000 2020, -78.853563, 42.896230, @yikesseth Chill 😭😭 
rapsbyrc, Thu Apr 23 18:11:06 +0000 2020, -123.191617, 45.212448, Let me live 
vikutoru1, Thu Apr 23 18:11:06 +0000 2020, -79.272570, 43.629311, https://t.co/LhsTVgSAxV 
MasKubotaUltra, Thu Apr 23 18:11:06 +0000 2020, -121.879033, 36.596299, Keep free speaking at me abusively, it's your right, according to the U.S. Constitution. Mas 
Elden213, Thu Apr 23 18:11:06 +0000 2020, -83.099288, 42.352787, Why do you all like Paris 😭 seriously this city is 80% trash and the 20% left you better be a millionaire 😂😂.… https://t.co/bKFUqK80mH 
quetzington, Thu Apr 23 18:11:06 +0000 2020, -122.630908, 45.536402, @fifty_grand @kellbender @___HELLION @cansinoxx Because I have my reasons, tonight.I’ve always been out for blood.… https://t.co/V0ZIj4K8Fa 
SebouhMajarian, Thu Apr 23 18:11:06 +0000 2020, -71.178616, 42.372046, ICYMI: I made a video for the HHA like I’ve done the last few years. Always a fun project to work on and thankful f… https://t.co/nVNJrstE1b 
LajoyJohnson, Thu Apr 23 18:11:07 +0000 2020, -122.106126, 37.677456, 🤣🤣🤣🤣🤝 
geatvil, Thu Apr 23 18:11:07 +0000 2020, -71.341059, 46.855857, @marie4poches7 On vas juste être dans la marde plus longtemps...😭😭😭 
TonyAtTheTable, Thu Apr 23 18:11:06 +0000 2020, -74.154861, 40.799372, Someone has Sant’Antonio in the window to keep this plague away!! https://t.co/EAvqX8OM5p 
Pahokee_MSHS, Thu Apr 23 18:11:07 +0000 2020, -80.654871, 26.831960, Pahokee Guest Story. Share the ride! @GladesRegionSup @Pahokee_MSHS @pkstrauss @SuptFennoy @EducationFdnPBC https://t.co/RXHihYm83m 
97_alejandro_, Thu Apr 23 18:11:07 +0000 2020, -111.498181, 28.969863, Macizo 
KrisColvin, Thu Apr 23 18:11:07 +0000 2020, -82.319862, 34.881923, Where’s his mask, gloves, protective measures, sanitizing procedures, using parking lot instead of small enclosed s… https://t.co/5EDRAf4uTt 
test5geo1798, Thu Apr 23 18:11:07 +0000 2020, -122.416738, 37.776796, TEST_PLACE: e230e5fc-789a-4406-bfc2-aa86693cccf9 
EMP_Steelehead, Thu Apr 23 18:11:07 +0000 2020, -117.151333, 33.561141, EVO’s gonna be sick. 
drewcozartt, Thu Apr 23 18:11:07 +0000 2020, -84.266174, 30.476216, @Kemy_El no problem 
MarkMck13926292, Thu Apr 23 18:11:07 +0000 2020, -91.887208, 42.473215, @realDonaldTrump Trump knows Biden  won't  beat him  trump better watch out what he's doing ,this socialism shut do… https://t.co/LQSIXUKcE3 
EhhGuachin, Thu Apr 23 18:11:07 +0000 2020, -80.360658, 25.620761, @marinaduh Holy shit de donde aparecisteis vos? Lmao 
kristinjuel, Thu Apr 23 18:11:07 +0000 2020, -118.313634, 34.090732, It’s almost the weekend! Celebrate and tune in at 7pm PST tonight to see hamishanderson1 perform #quarantunes live… https://t.co/SNgNPerSwC 
kate_burnside, Thu Apr 23 18:11:07 +0000 2020, -80.243645, 39.297381, #COVID19 #coronavirus #exercisewalk 
LynkBoogie, Thu Apr 23 18:11:08 +0000 2020, -76.620482, 39.284713, The difference between being angry, and being destructive 
nwkmktg, Thu Apr 23 18:11:08 +0000 2020, -74.056530, 40.789545, See our latest #Secaucus, NJ #EventsMarketing job opportunity and click the link in our bio to apply: ENGAGEMENT SP… https://t.co/OQArEEY3FQ 
randyuriarte62, Thu Apr 23 18:11:08 +0000 2020, -122.463243, 45.424366, Omerta gives me goosebumps🥴😈 
GradybabyMunk, Thu Apr 23 18:11:08 +0000 2020, -83.173867, 32.678207, Nah I’m just saying when I see her with that hair done it’s on 
Smease1, Thu Apr 23 18:11:08 +0000 2020, -86.441236, 39.766555, does anyone with 200+ turnip prices wanna hook me up? 👀 
Kennyholmes73, Thu Apr 23 18:11:08 +0000 2020, -83.173867, 32.678207, Oh my God 😂 
CelinaBarajas1, Thu Apr 23 18:11:08 +0000 2020, -87.732013, 41.833585, @fox32news Good. Let's save lives 👏🏼👏🏼👏🏼 
PAT_terns, Thu Apr 23 18:11:08 +0000 2020, -78.871178, 42.965903, Might fuck around and do a vocal cover today. 
gbtiepolo1, Thu Apr 23 18:11:08 +0000 2020, -86.270540, 45.001180, @KenGardner11 @Cling2Reality @MichaelBlum3 @mikevolpe IgG antibodies are what's measured late in infections as they… https://t.co/yiW5OaE867 
joshkraska, Thu Apr 23 18:11:08 +0000 2020, -97.065563, 47.907497, @adamswales4 @ryanlegweak @CBSSports how many sports are there that one man has set so many records that are near i… https://t.co/wKgKUQcve8 
tmj_abq_cstsrv, Thu Apr 23 18:11:08 +0000 2020, -106.605553, 35.085334, Want to work in #Albuquerque, NM? View our latest opening: https://t.co/JOlQdwj4pp #CustomerService 
DessiiWorld, Thu Apr 23 18:11:08 +0000 2020, -95.470069, 29.537410, 😂😂😂😂😂😂😂 
SarahKBOI, Thu Apr 23 18:11:08 +0000 2020, -116.238001, 43.598033, @jessicataylor_3 @Ximena_Bustillo I second this! ☝🏻 do you have a teleprompter app too? 
kouyouseri, Thu Apr 23 18:11:09 +0000 2020, -79.272570, 43.629311, Wow. I tried cotton candy grapes for the first time today and they actually taste like cotton candy. My brain. 
InfoMgmtExec, Thu Apr 23 18:11:09 +0000 2020, -122.111589, 47.627365, More #Bullshit from #Trumpistan 
Tasha_Dee, Thu Apr 23 18:11:09 +0000 2020, -118.408990, 34.006012, I actually went outside and got a new tire. It wasn’t as bad as I thought lol 
dfoor5, Thu Apr 23 18:11:09 +0000 2020, -97.463645, 35.327468, 111 
RaquelCi5, Thu Apr 23 18:11:09 +0000 2020, -84.266174, 30.476216, @bsfarrington Smokey the bear wears a hat. 
ValetLivingJobs, Thu Apr 23 18:11:09 +0000 2020, -78.868915, 38.449569, Want to work at Valet Living? We're hiring in #Harrisonburg, VA! Click for details: https://t.co/DWc85kBV6j #Labor 
RocioZega, Thu Apr 23 18:11:09 +0000 2020, -74.006400, 40.714200, Great products added to our Avon portfolio that means greater opportunity . Join today for free and be part of shar… https://t.co/WrAs1fWS21 
blinksterss, Thu Apr 23 18:11:09 +0000 2020, -117.462698, 34.108160, ITS NICE WEATHER FOR A PICNIC 😡!! 
VoyageAdvice, Thu Apr 23 18:11:09 +0000 2020, -73.948775, 40.655138, @Alvaro_Celorio Y si te digo que aquí el día está súper gris y que llevo toda la mañana pensando en dulces ...segur… https://t.co/JFNhvgmG2R 
nzuriiiiiiiii, Thu Apr 23 18:11:09 +0000 2020, -77.014398, 38.898603, I have to go grocery shopping &amp; drive around looking for private owned apartments thasssss it 
SallyDehner, Thu Apr 23 18:11:09 +0000 2020, -90.329210, 38.451717, @ScottyJ54 @tedlieu @dancingdog27 @realDonaldTrump @JoeBiden And you get no news at all. It’s evident from your comments. 
itsdendo, Thu Apr 23 18:11:09 +0000 2020, -70.886596, 42.216048, Oh, just... F%#@ you....” https://t.co/JFeipXenCU 
MattyDorf, Thu Apr 23 18:11:09 +0000 2020, -104.708247, 47.110326, @sami_automatik Totally fair 
quis__custodiet, Thu Apr 23 18:11:09 +0000 2020, -118.361720, 34.086530, 1811ZN3202Q CITY OF LOS ANGELESSquawk: 1200N34.0865 W118.3617Altitude: 975ftCourse: 268ºGroundspeed: 100kts https://t.co/V2GEcmA2Pt 
ohthatshelly, Thu Apr 23 18:11:09 +0000 2020, -117.562152, 34.121670, @spulliam @esaagar Amazon looking like China now 
